,Date,Open,High,Low,Close,Adj Close,Volume,MA50,MA200,Previous day close price,Change in price,Percent change in price,Previous day volume,Change in volume,Percent change in volume
0,2010-06-29,19.0,25.0,17.540000915527344,23.88999938964844,23.88999938964844,18766300,,,,,,,,
1,2010-06-30,25.790000915527344,30.420000076293945,23.299999237060547,23.82999992370605,23.82999992370605,17187100,,,23.88999938964844,-0.05999946594238992,-0.0025114888018117343,18766300.0,-1579200.0,-0.08415084486553026
2,2010-07-01,25.0,25.920000076293945,20.270000457763672,21.959999084472656,21.959999084472656,8218800,,,23.82999992370605,-1.8700008392333949,-0.07847254910702373,17187100.0,-8968300.0,-0.5218041438055285
3,2010-07-02,23.0,23.100000381469727,18.709999084472656,19.200000762939453,19.200000762939453,5139800,,,21.959999084472656,-2.759998321533203,-0.12568298891618468,8218800.0,-3079000.0,-0.37462889959604806
4,2010-07-06,20.0,20.0,15.829999923706056,16.110000610351562,16.110000610351562,6866900,,,19.200000762939453,-3.0900001525878906,-0.1609375015522042,5139800.0,1727100.0,0.336024748044671
5,2010-07-07,16.399999618530273,16.6299991607666,14.979999542236328,15.800000190734863,15.800000190734863,6921700,,,16.110000610351562,-0.3100004196166992,-0.01924273171147539,6866900.0,54800.0,0.00798031134864341
6,2010-07-08,16.139999389648438,17.520000457763672,15.56999969482422,17.459999084472656,17.459999084472656,7711400,,,15.800000190734863,1.659998893737793,0.1050632198543402,6921700.0,789700.0,0.11409046910441067
7,2010-07-09,17.579999923706055,17.899999618530273,16.549999237060547,17.399999618530273,17.399999618530273,4050600,,,17.459999084472656,-0.05999946594238281,-0.003436395709535911,7711400.0,-3660800.0,-0.4747257307363125
8,2010-07-12,17.950000762939453,18.06999969482422,17.0,17.049999237060547,17.049999237060547,2202500,,,17.399999618530273,-0.35000038146972656,-0.02011496489327458,4050600.0,-1848100.0,-0.45625339455883074
9,2010-07-13,17.389999389648438,18.63999938964844,16.899999618530273,18.13999938964844,18.13999938964844,2680100,,,17.049999237060547,1.0900001525878942,0.06392963057843581,2202500.0,477600.0,0.21684449489216795
10,2010-07-14,17.940000534057617,20.149999618530277,17.760000228881836,19.84000015258789,19.84000015258789,4195200,,,18.13999938964844,1.7000007629394496,0.09371559096686366,2680100.0,1515100.0,0.565314727062423
11,2010-07-15,19.940000534057617,21.5,19.0,19.88999938964844,19.88999938964844,3739800,,,19.84000015258789,0.04999923706055043,0.002520122816331183,4195200.0,-455400.0,-0.10855263157894735
12,2010-07-16,20.700000762939453,21.299999237060547,20.049999237060547,20.63999938964844,20.63999938964844,2621300,,,19.88999938964844,0.75,0.0377073918056694,3739800.0,-1118500.0,-0.2990801647146907
13,2010-07-19,21.3700008392334,22.25,20.920000076293945,21.90999984741211,21.90999984741211,2486500,,,20.63999938964844,1.2700004577636683,0.06153103174996266,2621300.0,-134800.0,-0.05142486552473968
14,2010-07-20,21.850000381469727,21.850000381469727,20.049999237060547,20.299999237060547,20.299999237060547,1825300,,,21.90999984741211,-1.6100006103515625,-0.07348245648398433,2486500.0,-661200.0,-0.2659159461089885
15,2010-07-21,20.65999984741211,20.899999618530277,19.5,20.21999931335449,20.21999931335449,1252500,,,20.299999237060547,-0.07999992370605824,-0.003940883089296188,1825300.0,-572800.0,-0.3138114282583685
16,2010-07-22,20.5,21.25,20.3700008392334,21.0,21.0,957800,,,20.21999931335449,0.7800006866455114,0.038575702924497746,1252500.0,-294700.0,-0.2352894211576846
17,2010-07-23,21.190000534057617,21.559999465942383,21.059999465942383,21.290000915527344,21.290000915527344,653600,,,21.0,0.29000091552734375,0.013809567406064094,957800.0,-304200.0,-0.317602839841303
18,2010-07-26,21.5,21.5,20.299999237060547,20.950000762939453,20.950000762939453,922200,,,21.290000915527344,-0.3400001525878906,-0.015969945418833675,653600.0,268600.0,0.4109547123623012
19,2010-07-27,20.90999984741211,21.18000030517578,20.26000022888184,20.549999237060547,20.549999237060547,619700,,,20.950000762939453,-0.40000152587890625,-0.019093150897946942,922200.0,-302500.0,-0.32801995228800696
20,2010-07-28,20.549999237060547,20.899999618530277,20.51000022888184,20.71999931335449,20.71999931335449,467200,,,20.549999237060547,0.17000007629394176,0.008272510102451003,619700.0,-152500.0,-0.24608681620138773
21,2010-07-29,20.770000457763672,20.8799991607666,20.0,20.350000381469727,20.350000381469727,616000,,,20.71999931335449,-0.3699989318847621,-0.01785709189895046,467200.0,148800.0,0.31849315068493156
22,2010-07-30,20.200000762939453,20.440000534057617,19.549999237060547,19.940000534057617,19.940000534057617,426900,,,20.350000381469727,-0.4099998474121094,-0.020147412271571574,616000.0,-189100.0,-0.3069805194805195
23,2010-08-02,20.5,20.96999931335449,20.32999992370605,20.920000076293945,20.920000076293945,718100,,,19.940000534057617,0.9799995422363281,0.04914741805359957,426900.0,291200.0,0.6821269618177559
24,2010-08-03,21.0,21.950000762939453,20.81999969482422,21.950000762939453,21.950000762939453,1230500,,,20.920000076293945,1.0300006866455078,0.049235214287244755,718100.0,512400.0,0.7135496448962539
25,2010-08-04,21.950000762939453,22.18000030517578,20.850000381469727,21.26000022888184,21.26000022888184,913000,,,21.950000762939453,-0.6900005340576136,-0.031435102964671224,1230500.0,-317500.0,-0.25802519301097115
26,2010-08-05,21.540000915527344,21.549999237060547,20.049999237060547,20.450000762939453,20.450000762939453,796200,,,21.26000022888184,-0.8099994659423864,-0.03809969224939125,913000.0,-116800.0,-0.12792990142387728
